 ,Area,Mean,Min,Max,SUM_Nup133_TET_01_R3D_D3D.tifnuclei_GCN4.csv
13,1.612,21801.552,12717,51676,SUM_Nup145_UN_03_R3D_D3D.tifnuclei_GCN4.csv
14,1.881,22494.388,12218,42114,SUM_Nup145_UN_03_R3D_D3D.tifnuclei_GCN4.csv
15,1.411,20321.821,14190,42032,SUM_Nup145_UN_03_R3D_D3D.tifnuclei_GCN4.csv
16,1.180,13097.007,9894,21477,SUM_Nup145_UN_03_R3D_D3D.tifnuclei_GCN4.csv
17,1.633,24795.108,15114,46451,SUM_Nup145_UN_03_R3D_D3D.tifnuclei_GCN4.csv
18,1.482,20188.479,13308,35544,SUM_Nup145_UN_03_R3D_D3D.tifnuclei_GCN4.csv
19,2.163,25712.617,13993,62803,SUM_Nup145_UN_03_R3D_D3D.tifnuclei_GCN4.csv
20,1.075,13746.211,8828,22678,SUM_Nup145_UN_03_R3D_D3D.tifnuclei_GCN4.csv
21,1.402,41344.036,23957,74983,SUM_Nup145_UN_03_R3D_D3D.tifnuclei_GCN4.csv
22,0.823,34715.944,18639,76177,SUM_Nup145_UN_03_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_Nup145_UN_04_R3D_D3D.tifnuclei_GCN4.csv
1,1.436,12311.137,8237,21111,SUM_Nup145_UN_04_R3D_D3D.tifnuclei_GCN4.csv
2,1.176,8894.550,5761,15309,SUM_Nup145_UN_04_R3D_D3D.tifnuclei_GCN4.csv
3,0.991,9540.246,6406,21145,SUM_Nup145_UN_04_R3D_D3D.tifnuclei_GCN4.csv
4,1.520,12144.362,7619,24896,SUM_Nup145_UN_04_R3D_D3D.tifnuclei_GCN4.csv
5,1.188,9934.883,6212,17008,SUM_Nup145_UN_04_R3D_D3D.tifnuclei_GCN4.csv
6,1.923,10060.489,7274,15171,SUM_Nup145_UN_04_R3D_D3D.tifnuclei_GCN4.csv
7,1.881,24685.714,14298,62458,SUM_Nup145_UN_04_R3D_D3D.tifnuclei_GCN4.csv
8,1.839,11945.000,7137,19604,SUM_Nup145_UN_04_R3D_D3D.tifnuclei_GCN4.csv
9,2.347,12462.014,6865,24095,SUM_Nup145_UN_04_R3D_D3D.tifnuclei_GCN4.csv
10,2.839,14242.373,7438,31140,SUM_Nup145_UN_04_R3D_D3D.tifnuclei_GCN4.csv
11,1.705,9623.032,6572,42105,SUM_Nup145_UN_04_R3D_D3D.tifnuclei_GCN4.csv
12,1.810,15341.738,7887,40661,SUM_Nup145_UN_04_R3D_D3D.tifnuclei_GCN4.csv
13,1.272,7439.069,4422,14744,SUM_Nup145_UN_04_R3D_D3D.tifnuclei_GCN4.csv
14,1.335,11204.478,7331,22924,SUM_Nup145_UN_04_R3D_D3D.tifnuclei_GCN4.csv
15,2.171,10643.897,7037,23888,SUM_Nup145_UN_04_R3D_D3D.tifnuclei_GCN4.csv
16,1.310,8188.699,5812,11420,SUM_Nup145_UN_04_R3D_D3D.tifnuclei_GCN4.csv
17,1.457,10631.968,7239,21383,SUM_Nup145_UN_04_R3D_D3D.tifnuclei_GCN4.csv
18,1.495,13435.989,5587,25624,SUM_Nup145_UN_04_R3D_D3D.tifnuclei_GCN4.csv
19,1.453,11909.211,7335,21568,SUM_Nup145_UN_04_R3D_D3D.tifnuclei_GCN4.csv
20,1.692,12669.958,7688,22684,SUM_Nup145_UN_04_R3D_D3D.tifnuclei_GCN4.csv
21,1.180,14559.406,8862,29948,SUM_Nup145_UN_04_R3D_D3D.tifnuclei_GCN4.csv
22,1.197,12325.007,7406,24163,SUM_Nup145_UN_04_R3D_D3D.tifnuclei_GCN4.csv
23,1.407,10358.531,6531,38965,SUM_Nup145_UN_04_R3D_D3D.tifnuclei_GCN4.csv
24,1.394,13160.485,8058,24138,SUM_Nup145_UN_04_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_Nup145_UN_05_R3D_D3D.tifnuclei_GCN4.csv
1,1.440,12259.195,7252,29132,SUM_Nup145_UN_05_R3D_D3D.tifnuclei_GCN4.csv
2,1.125,6914.854,4835,10361,SUM_Nup145_UN_05_R3D_D3D.tifnuclei_GCN4.csv
3,1.801,9057.152,5780,19344,SUM_Nup145_UN_05_R3D_D3D.tifnuclei_GCN4.csv
4,1.369,8233.979,5539,14844,SUM_Nup145_UN_05_R3D_D3D.tifnuclei_GCN4.csv
5,1.146,9851.388,5312,20603,SUM_Nup145_UN_05_R3D_D3D.tifnuclei_GCN4.csv
6,1.545,10732.601,5934,21761,SUM_Nup145_UN_05_R3D_D3D.tifnuclei_GCN4.csv
7,0.890,6236.005,4138,18362,SUM_Nup145_UN_05_R3D_D3D.tifnuclei_GCN4.csv
8,2.037,17761.880,11466,32572,SUM_Nup145_UN_05_R3D_D3D.tifnuclei_GCN4.csv
9,1.125,7939.313,5722,13780,SUM_Nup145_UN_05_R3D_D3D.tifnuclei_GCN4.csv
10,1.214,10795.675,6790,26821,SUM_Nup145_UN_05_R3D_D3D.tifnuclei_GCN4.csv
11,2.070,9238.923,6702,14457,SUM_Nup145_UN_05_R3D_D3D.tifnuclei_GCN4.csv
12,1.549,8515.580,5566,13779,SUM_Nup145_UN_05_R3D_D3D.tifnuclei_GCN4.csv
13,1.281,7337.597,5541,11158,SUM_Nup145_UN_05_R3D_D3D.tifnuclei_GCN4.csv
14,1.562,10745.083,7019,19280,SUM_Nup145_UN_05_R3D_D3D.tifnuclei_GCN4.csv
15,1.692,17327.655,9838,34360,SUM_Nup145_UN_05_R3D_D3D.tifnuclei_GCN4.csv
16,1.562,10540.664,5648,28863,SUM_Nup145_UN_05_R3D_D3D.tifnuclei_GCN4.csv
17,1.633,14309.195,8263,24559,SUM_Nup145_UN_05_R3D_D3D.tifnuclei_GCN4.csv
18,1.264,12568.269,7928,21342,SUM_Nup145_UN_05_R3D_D3D.tifnuclei_GCN4.csv
19,1.558,11639.884,6592,27153,SUM_Nup145_UN_05_R3D_D3D.tifnuclei_GCN4.csv
20,1.495,7588.871,5073,15549,SUM_Nup145_UN_05_R3D_D3D.tifnuclei_GCN4.csv
21,1.381,8370.419,6077,18772,SUM_Nup145_UN_05_R3D_D3D.tifnuclei_GCN4.csv
22,1.944,8033.600,4765,15067,SUM_Nup145_UN_05_R3D_D3D.tifnuclei_GCN4.csv
23,2.276,8534.592,5582,14775,SUM_Nup145_UN_05_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
1,0.726,24475.098,17108,36109,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
2,1.604,20593.034,13921,37642,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
3,1.696,20490.525,12544,35642,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
4,1.113,19867.883,13538,45827,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
5,1.453,17287.116,11032,33839,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
6,2.566,21396.674,13473,51517,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
7,1.717,39703.648,22641,71984,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
8,1.314,18842.575,11487,39980,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
9,1.243,22730.733,13952,43352,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
10,1.965,29173.451,15158,60405,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
11,1.256,16872.328,11658,33404,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
12,1.402,33113.808,16695,55806,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
13,1.953,16310.783,10421,33168,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
14,1.100,13360.607,10212,19965,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
15,1.356,18525.669,11320,38705,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
16,1.575,15507.744,10825,28086,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
17,1.310,23163.401,13876,50156,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
18,1.659,21832.810,13207,39153,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
19,2.410,30882.211,15660,79363,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
20,1.604,25272.950,15557,49597,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
21,1.562,25257.398,14416,41228,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
22,0.857,17714.363,12085,29010,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
23,1.667,25359.388,16533,55810,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
24,1.398,25624.553,14071,72542,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
25,2.511,30618.977,19420,57282,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
26,2.184,24324.254,14876,40179,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
27,1.730,26610.718,15043,101446,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
28,2.519,19948.952,13087,40389,SUM_Nup145_UN_06_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
1,1.549,5659.436,3412,9658,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
2,1.419,3459.281,2444,6777,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
3,1.197,2972.663,2049,4689,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
4,0.731,1837.034,1347,2495,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
5,1.890,8059.384,4500,15958,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
6,1.230,3137.597,1773,6372,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
7,1.516,2821.501,2079,5740,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
8,1.348,2973.981,2169,5876,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
9,1.348,4171.153,2292,7398,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
10,1.260,2686.250,1695,6608,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
11,1.516,2937.283,2133,5410,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
12,1.982,4167.593,2608,7799,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
13,2.343,3388.418,2254,5362,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
14,1.360,3530.068,2126,5946,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
15,1.583,4277.358,2577,8880,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
16,1.016,2808.996,1964,6214,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
17,1.285,3054.392,1975,6557,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
18,1.281,4134.807,2279,6547,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
19,3.086,5232.631,2916,8147,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
20,1.755,5094.225,2767,11110,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
21,1.377,3026.497,1872,5495,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
22,1.016,2997.616,1871,5714,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
23,1.612,2924.706,1977,5500,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
24,1.591,4857.562,3016,8318,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
25,1.096,2821.429,2157,4102,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
26,1.776,2713.284,1808,4237,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
27,1.239,3678.302,2100,6556,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
28,1.058,2708.099,2003,3696,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
29,1.226,2860.781,1773,4588,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
30,2.456,4421.846,2498,7921,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
31,1.827,3609.763,2027,6489,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
32,0.932,3227.554,2241,9431,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
33,0.831,2304.429,1346,4359,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
34,1.713,5029.176,2786,8991,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
35,1.214,4845.028,2343,9398,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
36,2.146,6552.462,2909,13087,SUM_Nup145_UN_07_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
1,1.814,13891.118,9569,30462,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
2,1.499,11690.252,6417,19697,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
3,1.310,9285.984,5731,18826,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
4,2.360,13816.943,7381,34115,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
5,1.285,22428.974,11586,37108,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
6,1.579,10016.410,6317,18476,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
7,1.020,8678.004,5012,14557,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
8,2.356,12711.738,7047,26115,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
9,1.377,9204.988,6588,17631,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
10,2.028,12201.698,7004,36030,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
11,1.428,11434.832,7336,19490,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
12,1.814,8359.801,5762,18123,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
13,1.218,13732.986,7849,24840,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
14,1.940,22325.896,8339,47170,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
15,2.393,10153.198,5639,19714,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
16,1.411,15480.509,8900,26775,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
17,1.184,11945.879,8187,18831,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
18,1.176,9627.300,6826,16164,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
19,1.226,11648.411,7040,25808,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
20,1.373,11160.670,6719,20796,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
21,1.151,13841.821,5704,24597,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
22,1.449,21922.388,9164,41922,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
23,1.088,10209.703,6542,21017,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
24,1.247,14489.808,8340,29279,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
25,1.738,10821.614,7343,20151,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
26,1.575,11474.181,7404,20464,SUM_Nup145_UN_08_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
1,1.415,3180.226,1892,6598,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
2,1.419,2707.408,1779,4477,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
3,0.890,2278.132,1488,3889,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
4,0.953,2527.370,1873,4135,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
5,1.025,2789.242,1964,5695,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
6,1.251,3281.362,1741,15258,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
7,0.995,3169.873,1345,6032,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
8,2.410,6401.490,2913,15733,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
9,1.209,4010.229,2169,9992,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
10,1.491,3199.296,1906,6588,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
11,1.898,2793.471,1861,8593,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
12,0.785,2523.134,1744,4200,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
13,2.360,5651.383,3189,12146,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
14,2.692,3384.441,2020,8227,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
15,1.667,3345.763,2052,6472,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
16,1.885,4384.481,2454,8578,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
17,2.293,2791.419,2034,4055,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
18,1.344,2367.666,1572,6533,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
19,2.797,4602.320,2302,9734,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
20,1.608,3057.898,2091,5258,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
21,1.575,3085.168,2147,5382,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
22,1.835,3384.778,2052,7540,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
23,2.561,3038.972,1974,7738,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
24,1.944,5515.665,2908,10903,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
25,2.574,3178.491,2148,6022,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
26,2.616,2721.413,1869,5504,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
27,2.196,2129.637,1561,3261,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
28,2.477,3883.958,2173,9144,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
29,1.743,2813.494,2075,4576,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
30,1.402,3950.844,2446,7671,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
31,1.604,4200.783,2332,8410,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
32,1.373,2837.627,1827,4815,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
33,1.054,2597.765,1602,5773,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
34,1.402,4388.943,2369,11265,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
35,2.150,3911.686,2412,6262,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
36,1.415,4873.045,2973,10214,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
37,1.730,3652.291,2293,8626,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
38,1.919,3768.834,2195,7577,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
39,1.453,5348.462,2363,11427,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
40,3.708,5988.302,2744,12239,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
41,3.708,5789.223,2201,17941,SUM_Nup145_UN_09_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_UBC9_TET_01_R3D_D3D.tifnuclei_GCN4.csv
1,2.847,53356.917,25802,80749,SUM_UBC9_TET_01_R3D_D3D.tifnuclei_GCN4.csv
2,2.074,30341.615,14115,49127,SUM_UBC9_TET_01_R3D_D3D.tifnuclei_GCN4.csv
3,2.456,19243.390,13948,29122,SUM_UBC9_TET_01_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
1,0.991,7208.945,3909,16370,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
2,1.709,11089.012,6782,23197,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
3,1.663,9361.826,6520,17634,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
4,1.104,11718.076,6835,22826,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
5,0.760,10430.188,6329,17202,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
6,4.086,16842.132,8268,33077,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
7,1.096,7948.410,5869,11021,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
8,1.608,9867.548,7281,15409,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
9,2.435,13884.393,7316,29680,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
10,1.747,12228.267,7254,24110,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
11,2.620,15500.715,9271,29971,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
12,2.910,11828.968,7643,31498,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
13,0.668,15224.616,9305,26014,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
14,2.801,17797.547,10617,30686,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
15,1.407,9216.239,6827,14410,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
16,2.822,8950.144,6587,13671,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
17,0.697,13711.229,9574,21518,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
18,2.536,14519.571,8549,26263,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
19,3.716,12542.780,6574,30976,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
20,1.885,20634.650,10136,39669,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
21,1.776,10500.901,7559,23329,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
22,2.855,11787.307,7737,22269,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
23,0.600,10389.371,7138,14039,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
24,1.323,7733.914,4736,14563,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
25,0.739,8379.460,4473,14520,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
26,1.554,8106.438,5708,13404,SUM_UBC9_TET_02_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_UBC9_TET_03_R3D_D3D.tifnuclei_GCN4.csv
1,2.603,15127.923,8170,30327,SUM_UBC9_TET_03_R3D_D3D.tifnuclei_GCN4.csv
2,1.302,8033.690,5634,13750,SUM_UBC9_TET_03_R3D_D3D.tifnuclei_GCN4.csv
3,2.360,26298.642,11404,61600,SUM_UBC9_TET_03_R3D_D3D.tifnuclei_GCN4.csv
4,1.407,30312.281,18295,56116,SUM_UBC9_TET_03_R3D_D3D.tifnuclei_GCN4.csv
5,3.464,32237.218,15390,90055,SUM_UBC9_TET_03_R3D_D3D.tifnuclei_GCN4.csv
6,1.461,13914.259,7982,35619,SUM_UBC9_TET_03_R3D_D3D.tifnuclei_GCN4.csv
7,3.191,9339.411,5667,32416,SUM_UBC9_TET_03_R3D_D3D.tifnuclei_GCN4.csv
8,1.902,18335.812,7660,36343,SUM_UBC9_TET_03_R3D_D3D.tifnuclei_GCN4.csv
9,0.873,9555.202,5218,32150,SUM_UBC9_TET_03_R3D_D3D.tifnuclei_GCN4.csv
10,1.159,13256.029,7249,28267,SUM_UBC9_TET_03_R3D_D3D.tifnuclei_GCN4.csv
11,1.785,16648.838,9580,30913,SUM_UBC9_TET_03_R3D_D3D.tifnuclei_GCN4.csv
12,1.008,10402.758,6798,27896,SUM_UBC9_TET_03_R3D_D3D.tifnuclei_GCN4.csv
 ,Area,Mean,Min,Max,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
1,1.974,14650.311,9709,26176,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
2,1.352,21233.457,15255,45023,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
3,1.092,18281.665,12591,29548,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
4,2.536,19933.974,13301,33666,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
5,1.507,21069.209,14152,42216,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
6,2.616,25992.491,13117,57073,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
7,1.390,17739.568,12435,28051,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
8,2.154,25103.772,12874,47051,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
9,0.869,31928.585,18135,51436,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
10,1.709,30043.668,16310,104012,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
11,1.579,22222.516,13226,42595,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
12,3.960,36256.692,15223,78851,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
13,1.881,17858.672,11588,28277,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
14,2.801,51001.276,22477,116644,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
15,1.075,19153.094,11034,30905,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
16,3.174,16223.386,10513,29073,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
17,1.306,20387.421,14378,33182,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
18,0.613,26123.836,17154,48451,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
19,1.486,19836.703,12410,47642,SUM_UBC9_TET_04_R3D_D3D.tifnuclei_GCN4.csv
