 ,Area,Mean,Min,Max,SUM_Nup133_TET_01_R3D_D3D.tifnuclei.csv
20,1.604,52326.063,29225,78032,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
21,1.562,44226.102,29090,61035,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
22,0.857,63011.706,29119,140162,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
23,1.667,41208.078,29107,58972,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
24,1.398,46398.381,29122,67297,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
25,2.511,62913.435,29305,108029,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
26,2.184,45867.238,29084,62527,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
27,1.730,50301.223,29182,89293,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
28,2.519,60124.867,29296,98920,SUM_Nup145_UN_06_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
1,1.549,40718.780,28954,75740,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
2,1.419,46140.139,28963,63020,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
3,1.197,44063.439,28969,61714,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
4,0.731,35209.534,29163,42265,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
5,1.890,54695.522,28952,83626,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
6,1.230,38803.727,28969,49950,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
7,1.516,46483.909,28996,65812,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
8,1.348,46638.760,28954,66945,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
9,1.348,46431.227,29300,63404,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
10,1.260,50774.727,28947,87226,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
11,1.516,53112.911,28945,85120,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
12,1.982,53060.229,29098,87009,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
13,2.343,61825.513,29096,117678,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
14,1.360,49815.034,28939,76523,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
15,1.583,45666.122,29016,62049,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
16,1.016,47085.521,28994,69636,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
17,1.285,49132.582,28966,68439,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
18,1.281,45181.875,29018,68511,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
19,3.086,59804.163,28962,113989,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
20,1.755,49937.510,29182,85051,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
21,1.377,72258.357,28938,130885,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
22,1.016,42264.492,28960,55670,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
23,1.612,64252.940,29065,106944,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
24,1.591,49142.459,28931,77243,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
25,1.096,41288.142,29117,53868,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
26,1.776,48802.047,29006,76645,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
27,1.239,45396.542,28982,64406,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
28,1.058,49975.020,28976,74248,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
29,1.226,46262.349,28952,69957,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
30,2.456,61573.682,28992,119520,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
31,1.827,56823.795,29046,91350,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
32,0.932,43086.414,29253,60651,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
33,0.831,38277.551,28984,48820,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
34,1.713,51634.858,29012,72216,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
35,1.214,43386.394,29028,69149,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
36,2.146,70286.636,29142,171299,SUM_Nup145_UN_07_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
1,1.814,57644.451,30686,95109,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
2,1.499,43581.613,30580,67420,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
3,1.310,55208.808,30552,87344,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
4,2.360,58171.480,30614,103525,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
5,1.285,57612.598,30484,107562,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
6,1.579,45027.452,30492,74752,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
7,1.020,46560.922,30513,74596,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
8,2.356,62145.062,30566,112035,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
9,1.377,42788.875,29609,68321,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
10,2.028,61085.901,30712,106430,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
11,1.428,45825.632,30495,65100,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
12,1.814,70306.905,30513,130098,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
13,1.218,56707.186,30543,84219,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
14,1.940,51104.180,30500,77973,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
15,2.393,63953.356,30498,115104,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
16,1.411,49278.732,30507,73787,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
17,1.184,50452.571,30496,83593,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
18,1.176,53025.750,30570,94198,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
19,1.226,52376.188,30682,82060,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
20,1.373,52979.330,30500,111391,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
21,1.151,45443.296,30690,66622,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
22,1.449,58874.145,30564,91996,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
23,1.088,62563.583,30629,102106,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
24,1.247,51747.367,30598,79177,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
25,1.738,51361.751,30485,92388,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
26,1.575,51220.011,30549,98787,SUM_Nup145_UN_08_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
1,1.415,42735.353,26976,71209,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
2,1.419,41781.006,26905,65991,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
3,0.890,41938.552,26858,59981,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
4,0.953,40457.330,26879,54404,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
5,1.025,36305.098,27008,46796,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
6,1.251,48223.832,27259,67873,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
7,0.995,39121.228,26939,59747,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
8,2.410,47623.411,26853,78824,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
9,1.209,40243.069,27084,59670,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
10,1.491,43574.113,26866,66401,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
11,1.898,48339.845,27007,78106,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
12,0.785,32993.888,26914,40864,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
13,2.360,52368.813,26932,87139,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
14,2.692,43341.069,26568,78791,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
15,1.667,45205.161,26969,65228,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
16,1.885,46513.793,26864,80887,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
17,2.293,59417.011,26856,112042,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
18,1.344,43260.475,26895,62156,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
19,2.797,38961.920,26855,65341,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
20,1.608,40000.679,26859,52637,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
21,1.575,49973.483,26855,86234,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
22,1.835,48825.787,26859,77062,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
23,2.561,42942.595,26917,66372,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
24,1.944,51276.920,26901,87987,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
25,2.574,50295.232,26992,76181,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
26,2.616,38148.482,26859,56932,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
27,2.196,40308.637,26855,58653,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
28,2.477,59717.778,26868,104647,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
29,1.743,44735.417,27073,68971,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
30,1.402,53249.749,26863,90524,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
31,1.604,46387.277,27093,72200,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
32,1.373,44211.116,26857,67461,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
33,1.054,45328.287,26933,68078,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
34,1.402,47737.530,26874,77483,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
35,2.150,55418.795,26929,91957,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
36,1.415,47123.353,27064,72311,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
37,1.730,49306.869,27010,89097,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
38,1.919,56030.420,27002,85687,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
39,1.453,64417.064,26890,129543,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
40,3.708,46239.059,26858,90617,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
41,3.708,50015.814,26902,76148,SUM_Nup145_UN_09_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_UBC9_TET_01_R3D_D3D.tifnuclei.csv
1,2.847,70561.351,32600,138304,SUM_UBC9_TET_01_R3D_D3D.tifnuclei.csv
2,2.074,51931.998,32484,114996,SUM_UBC9_TET_01_R3D_D3D.tifnuclei.csv
3,2.456,53680.923,32539,88718,SUM_UBC9_TET_01_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
1,0.991,59964.581,30777,99863,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
2,1.709,45557.575,30417,70108,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
3,1.663,43061.861,30482,64714,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
4,1.104,42278.658,30393,63340,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
5,0.760,53379.387,30431,99876,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
6,4.086,65572.215,30482,144169,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
7,1.096,51639.111,30733,79949,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
8,1.608,45266.326,30393,70929,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
9,2.435,60310.428,30417,86318,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
10,1.747,39093.012,30445,64603,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
11,2.620,60945.079,30436,107749,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
12,2.910,50490.232,30434,77791,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
13,0.668,45871.686,30865,77309,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
14,2.801,39604.027,30413,54117,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
15,1.407,51779.666,30386,75407,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
16,2.822,55067.841,30444,98009,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
17,0.697,46707.651,30389,80580,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
18,2.536,62668.671,30450,111175,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
19,3.716,59721.193,30367,130624,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
20,1.885,51528.080,30394,81147,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
21,1.776,51045.033,30391,81036,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
22,2.855,50762.981,30397,91350,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
23,0.600,43184.587,30403,73005,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
24,1.323,78710.352,30369,201619,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
25,0.739,120932.386,30987,274420,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
26,1.554,42357.143,30441,59687,SUM_UBC9_TET_02_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_UBC9_TET_03_R3D_D3D.tifnuclei.csv
1,2.603,53944.879,29738,88912,SUM_UBC9_TET_03_R3D_D3D.tifnuclei.csv
2,1.302,44823.306,29655,60589,SUM_UBC9_TET_03_R3D_D3D.tifnuclei.csv
3,2.360,44941.060,29520,69847,SUM_UBC9_TET_03_R3D_D3D.tifnuclei.csv
4,1.407,62153.657,29723,110628,SUM_UBC9_TET_03_R3D_D3D.tifnuclei.csv
5,3.464,60656.646,28066,150081,SUM_UBC9_TET_03_R3D_D3D.tifnuclei.csv
6,1.461,53470.922,29693,80926,SUM_UBC9_TET_03_R3D_D3D.tifnuclei.csv
7,3.191,44241.884,28692,75853,SUM_UBC9_TET_03_R3D_D3D.tifnuclei.csv
8,1.902,37911.647,29405,51035,SUM_UBC9_TET_03_R3D_D3D.tifnuclei.csv
9,0.873,41320.010,29758,54736,SUM_UBC9_TET_03_R3D_D3D.tifnuclei.csv
10,1.159,93961.804,30086,175724,SUM_UBC9_TET_03_R3D_D3D.tifnuclei.csv
11,1.785,47958.816,29676,84286,SUM_UBC9_TET_03_R3D_D3D.tifnuclei.csv
12,1.008,39410.429,29777,57297,SUM_UBC9_TET_03_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
1,1.974,36821.326,26629,67289,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
2,1.352,42147.466,26638,62145,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
3,1.092,37435.415,26677,68290,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
4,2.536,55492.753,25921,101612,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
5,1.507,42763.786,26636,72240,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
6,2.616,52831.313,26672,89100,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
7,1.390,46260.792,26636,68402,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
8,2.154,38910.070,26653,58294,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
9,0.869,38124.841,26628,84185,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
10,1.709,49426.526,26779,97168,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
11,1.579,45611.199,26857,67235,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
12,3.960,58280.653,26631,130893,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
13,1.881,44437.746,26631,75977,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
14,2.801,48045.999,26656,81655,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
15,1.075,38302.820,26749,64776,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
16,3.174,45603.485,26648,69744,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
17,1.306,50335.707,26818,78578,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
18,0.613,37665.466,26636,63628,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
19,1.486,40243.647,26702,53758,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
20,1.675,57895.288,26469,151530,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
21,1.638,45698.649,26915,96430,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
22,3.729,58122.873,26664,116911,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
23,1.671,44513.583,26622,65529,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
24,1.381,49547.298,26927,73387,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
25,0.621,36042.318,26677,59456,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
26,1.780,52852.250,26627,86960,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
27,1.743,37190.313,26641,51102,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
28,1.848,49010.380,26672,83019,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
29,3.053,52889.773,26621,85118,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
30,1.814,38235.141,26629,55456,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
31,0.558,44798.940,26720,80332,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
32,1.360,38204.765,26648,53636,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
33,1.965,46993.840,26737,73457,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
34,1.201,68376.052,26633,139774,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
35,2.070,47158.633,26671,78110,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
36,2.049,41400.193,26660,63169,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
37,1.747,49854.099,24297,84950,SUM_UBC9_TET_04_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
1,3.069,56316.446,31238,90038,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
2,2.616,51990.371,31118,76076,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
3,1.386,48378.961,31214,101232,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
4,1.512,44204.811,31169,68169,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
5,1.642,54383.187,31122,86149,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
6,2.427,55404.825,31170,89277,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
7,1.772,62037.028,31120,95216,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
8,1.193,42584.602,31201,61208,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
9,1.339,44466.270,31133,65669,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
10,1.696,46945.653,31131,70813,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
11,0.932,91482.095,31167,206213,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
12,1.159,42532.562,31121,59786,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
13,2.914,43637.013,31111,81586,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
14,2.645,79088.937,31129,167147,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
15,1.827,46891.805,31127,67823,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
16,2.368,69814.402,31218,115819,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
17,2.511,63903.883,31175,111084,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
18,2.927,52844.683,31135,82964,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
19,2.045,40853.448,31130,55084,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
20,0.697,63506.584,31166,96613,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
21,2.767,61394.129,31201,128783,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
22,1.331,47772.025,31189,66620,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
23,0.869,42907.034,27581,66787,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
24,0.584,47509.784,31288,78214,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
25,2.847,78442.358,31363,157428,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
26,1.696,50962.676,31123,86151,SUM_UBC9_TET_05_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_UBC9_TET_06_R3D_D3D.tifnuclei.csv
1,2.112,51935.266,36178,218766,SUM_UBC9_TET_06_R3D_D3D.tifnuclei.csv
2,2.192,69642.090,36272,117773,SUM_UBC9_TET_06_R3D_D3D.tifnuclei.csv
3,3.699,65111.330,35589,119081,SUM_UBC9_TET_06_R3D_D3D.tifnuclei.csv
4,2.389,57318.601,36201,83373,SUM_UBC9_TET_06_R3D_D3D.tifnuclei.csv
5,0.928,75358.258,36174,121884,SUM_UBC9_TET_06_R3D_D3D.tifnuclei.csv
6,0.962,51097.192,36157,65794,SUM_UBC9_TET_06_R3D_D3D.tifnuclei.csv
7,2.259,62683.881,36181,89980,SUM_UBC9_TET_06_R3D_D3D.tifnuclei.csv
8,1.142,70530.963,36531,132401,SUM_UBC9_TET_06_R3D_D3D.tifnuclei.csv
9,2.154,64595.411,36140,104646,SUM_UBC9_TET_06_R3D_D3D.tifnuclei.csv
10,1.083,73502.318,36177,115463,SUM_UBC9_TET_06_R3D_D3D.tifnuclei.csv
11,1.764,48179.645,36173,74049,SUM_UBC9_TET_06_R3D_D3D.tifnuclei.csv
12,1.717,64185.230,36181,101858,SUM_UBC9_TET_06_R3D_D3D.tifnuclei.csv
13,2.184,69745.402,36200,105654,SUM_UBC9_TET_06_R3D_D3D.tifnuclei.csv
14,2.200,87672.296,36302,177061,SUM_UBC9_TET_06_R3D_D3D.tifnuclei.csv
15,2.280,87884.425,36334,152407,SUM_UBC9_TET_06_R3D_D3D.tifnuclei.csv
16,1.545,50693.690,36191,77501,SUM_UBC9_TET_06_R3D_D3D.tifnuclei.csv
17,1.852,56343.803,36199,79953,SUM_UBC9_TET_06_R3D_D3D.tifnuclei.csv
18,2.016,58953.740,36182,119098,SUM_UBC9_TET_06_R3D_D3D.tifnuclei.csv
19,2.259,58061.271,36178,90441,SUM_UBC9_TET_06_R3D_D3D.tifnuclei.csv
20,2.024,72702.133,36223,127422,SUM_UBC9_TET_06_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
1,1.856,43447.973,21537,72238,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
2,1.121,37030.524,21861,52259,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
3,1.272,41171.538,21606,64856,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
4,2.100,39418.992,21537,60697,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
5,1.008,34087.904,21523,50711,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
6,1.117,39425.105,21542,57868,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
7,2.259,46198.602,21626,75548,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
8,1.419,33581.527,21635,47343,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
9,1.230,50970.089,21566,91983,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
10,1.151,37910.358,21535,50972,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
11,1.172,32229.000,21523,46735,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
12,0.831,50233.212,21571,138155,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
13,2.620,47783.224,21582,88692,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
14,2.007,29933.423,21518,40887,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
15,1.680,39891.185,21537,82181,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
16,1.507,35674.501,21550,58284,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
17,0.651,28440.465,21577,38100,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
18,2.175,30095.902,21566,39411,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
19,1.117,42026.752,21592,78617,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
20,2.356,37373.594,21557,59817,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
21,2.330,46480.299,21574,82943,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
22,2.318,31131.949,21530,45572,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
23,1.965,55129.850,21523,96114,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
24,3.473,48933.339,21538,108264,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
25,2.163,38924.977,19639,72395,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
26,1.444,41958.680,21522,68020,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
27,2.986,43310.883,21548,89319,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
28,2.952,35844.740,21591,61225,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
29,1.684,30737.559,21527,47724,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
30,2.246,31122.624,21519,54445,SUM_UBC9_TET_07_R3D_D3D.tifnuclei.csv
 ,Area,Mean,Min,Max,SUM_UBC9_TET_08_R3D_D3D.tifnuclei.csv
1,1.491,41004.406,27815,61713,SUM_UBC9_TET_08_R3D_D3D.tifnuclei.csv
2,0.533,34140.724,29952,48416,SUM_UBC9_TET_08_R3D_D3D.tifnuclei.csv
3,1.440,45454.682,29916,71491,SUM_UBC9_TET_08_R3D_D3D.tifnuclei.csv
4,1.491,40790.146,29889,59284,SUM_UBC9_TET_08_R3D_D3D.tifnuclei.csv
5,1.587,50715.937,29899,81513,SUM_UBC9_TET_08_R3D_D3D.tifnuclei.csv
6,1.554,43258.949,29968,62448,SUM_UBC9_TET_08_R3D_D3D.tifnuclei.csv
7,2.368,53603.085,29876,99197,SUM_UBC9_TET_08_R3D_D3D.tifnuclei.csv
